Date,Slope,LongTermRate,ZeroCouponYield1Y,ZeroCouponYield2Y,ZeroCouponYield3Y,ZeroCouponYield4Y,ZeroCouponYield5Y,ZeroCouponYield6Y,ZeroCouponYield7Y,ZeroCouponYield10Y,InstantaneousForwardRate1Y,InstantaneousForwardRate2Y,InstantaneousForwardRate3Y,InstantaneousForwardRate4Y,InstantaneousForwardRate5Y,InstantaneousForwardRate6Y,InstantaneousForwardRate7Y,InstantaneousForwardRate10Y
1964-01-31,-0.025678697590909,4.190426981863637,3.5507500000000003,3.8026863636363633,3.9275090909090906,3.992959090909091,4.032431818181818,4.058759090909091,4.077568181818182,4.235631942749023,3.856972727272727,4.155454545454545,4.187318181818181,4.1901636363636365,4.1904,4.190413636363636,4.190413636363636,4.555335998535156
1964-02-29,9.813050557333334,4.150553584277778,3.5440555555555555,3.801038888888889,3.9137666666666666,3.97265,4.008205555555556,4.031922222222223,4.048872222222222,4.235631942749023,3.9259,4.122866666666667,4.147438888888889,4.150244444444445,4.1505277777777785,4.150555555555555,4.150561111111111,4.355168342590332
1964-03-31,19.99678025047619,4.218364628238096,3.696628571428571,3.9555238095238097,4.043142857142857,4.086947619047619,4.1132333333333335,4.130757142857143,4.143266666666666,4.335488319396973,4.1879904761904765,4.21835238095238,4.218361904761904,4.218361904761904,4.218361904761904,4.218361904761904,4.218361904761904,4.560103893280029
1964-04-30,4.823250199818182,4.248954635363637,3.707163636363636,3.9429,4.041386363636364,4.0928818181818185,4.124063636363636,4.144877272727272,4.159731818181818,4.339662075042725,4.092772727272728,4.225195454545455,4.245445454545455,4.248440909090909,4.248872727272727,4.24895,4.248959090909091,4.570773124694824
1964-05-31,-1.1450069378,4.20811670225,3.594765,3.836405,3.95153,4.014285,4.052795,4.078625000000001,4.097125,4.309144973754883,3.94738,4.15559,4.19723,4.205725,4.207555,4.207975,4.208085,4.555505752563477
1964-06-30,-0.9787252481818182,4.179019268181818,3.62075,3.8190636363636368,3.923145454545455,3.983518181818182,4.021736363636363,4.047727272727273,4.066422727272727,4.235631942749023,3.8979318181818177,4.096663636363636,4.154413636363636,4.171536363636363,4.176690909090909,4.178295454545455,4.178781818181818,4.552735328674316
1964-07-31,-1.095957506090909,4.345643775363636,3.5022,3.6968045454545457,3.8332272727272727,3.9287318181818174,3.997268181818181,4.0480136363636365,4.0867,4.309057712554932,3.7299681818181822,4.022309090909091,4.172804545454546,4.249272727272727,4.289540909090909,4.311804545454546,4.324709090909091,4.613513469696045
1964-08-31,-1.0417026144761905,4.437193307761905,3.5583952380952377,3.708309523809524,3.828657142857143,3.9223285714285714,3.995238095238096,4.0526,4.098361904761905,4.309057712554932,3.7209285714285714,3.979009523809524,4.146809523809524,4.251609523809524,4.3171333333333335,4.358661904761905,4.385342857142858,4.688567638397217
1964-09-30,-0.8481345597142858,4.261778745190476,3.65762380952381,3.81177619047619,3.912914285714286,3.981733333333333,4.030266666666667,4.065642857142858,4.092238095238095,4.309144973754883,3.848671428571429,4.058119047619048,4.160157142857143,4.210442857142858,4.235533333333334,4.248209523809524,4.254661904761905,4.565823554992676
1964-10-31,-0.7936463678095238,4.225853383095238,3.675833333333333,3.8248,3.919719047619048,3.9827285714285714,4.026309523809523,4.057571428571428,4.080819047619047,4.309144973754883,3.8631666666666655,4.058995238095238,4.148576190476191,4.189823809523809,4.208933333333333,4.217866666666667,4.222047619047619,4.555505752563477
1964-11-30,-0.5149117595555555,4.146709087333333,3.7518,3.866061111111111,3.9366444444444446,3.981705555555555,4.012072222222222,4.033544444444445,4.04935,4.235631942749023,3.89245,4.044061111111111,4.102866666666667,4.127455555555556,4.138194444444444,4.14295,4.145061111111111,4.355168342590332
1964-12-31,1.1806197049545455,4.1252188419545455,3.8318545454545454,3.938277272727273,3.9972545454545454,4.028890909090909,4.048104545454546,4.060940909090909,4.070131818181818,4.235631942749023,3.929472727272728,4.101877272727273,4.122018181818182,4.124731818181818,4.125140909090909,4.125209090909091,4.125218181818182,4.355168342590332
1965-01-31,-0.5354151042999999,4.4965443872,3.77088,3.85313,3.93175,3.991835,4.0383,4.075475,4.10621,4.309144973754883,3.822575,4.02874,4.13802,4.20147,4.24447,4.27702,4.303315,4.589049339294434
1965-02-28,-0.906569816,4.821177727888889,3.861166666666667,3.9183777777777777,3.976705555555556,4.025566666666666,4.0665,4.101522222222222,4.132155555555555,4.275909900665283,3.9015444444444447,4.042561111111111,4.137505555555555,4.203694444444444,4.254822222222222,4.297238888888889,4.333927777777777,4.596286773681641
1965-03-31,-0.4621468623478261,4.240646378043478,3.894339130434784,3.971582608695652,4.024082608695652,4.061013043478261,4.087960869565217,4.108304347826087,4.124121739130435,4.28926420211792,3.988226086956522,4.097517391304348,4.154673913043479,4.185926086956521,4.2040434782608695,4.215173913043478,4.222386956521739,4.554934501647949
1965-04-30,-0.3227829714285714,4.256099454142857,3.839676190476191,3.930776190476191,3.996490476190476,4.040776190476191,4.072519047619048,4.096504761904762,4.115314285714286,4.275909900665283,3.926966666666667,4.0911904761904765,4.1558,4.188590476190477,4.209080952380952,4.222938095238096,4.232542857142857,4.573229789733887
1965-05-31,0.0266977586,4.19911534485,3.84305,3.928845,4.004035,4.050425,4.079775,4.099595,4.11381,4.283148288726807,3.87919,4.112745,4.18026,4.19519,4.198300000000001,4.19894,4.19907,4.555505752563477
1965-06-30,0.0059078266818181,4.228166271681818,3.79735909090909,3.888413636363637,3.978727272727272,4.036922727272727,4.074395454545455,4.099881818181818,4.118172727272728,4.309144973754883,3.820086363636364,4.101777272727273,4.196745454545455,4.220777272727273,4.226436363636363,4.227772727272727,4.228072727272727,4.56599235534668
1965-07-31,-0.1707175122857143,4.240059080619047,3.787385714285714,3.886904761904762,3.979966666666667,4.04047619047619,4.079557142857142,4.106166666666667,4.125261904761905,4.316384315490723,3.8349238095238096,4.106280952380952,4.2057714285714285,4.232109523809524,4.238304761904762,4.239704761904762,4.239990476190476,4.565091133117676
1965-08-31,-0.0291578487272727,4.272792057818181,3.860545454545455,3.9723590909090905,4.058272727272727,4.109754545454545,4.142045454545454,4.163772727272727,4.17935,4.313312530517578,3.934004545454546,4.188400000000001,4.255440909090908,4.269413636363637,4.272154545454546,4.272668181818182,4.272777272727272,4.601179599761963
1965-09-30,-0.5438046977142857,4.881747159142857,4.008852380952381,4.083309523809524,4.1309619047619055,4.162280952380952,4.185909523809523,4.205390476190476,4.222366666666667,4.394139766693115,4.079238095238095,4.2053714285714285,4.242928571428571,4.268719047619048,4.291895238095238,4.3137,4.3345142857142855,4.548544883728027
1965-10-31,0.1173597889999999,4.3840541679,4.066415,4.122515,4.191355,4.2365,4.265525,4.2852,4.299305,4.401712417602539,4.04931,4.280575000000001,4.360155,4.379105,4.383085,4.38386,4.384005,4.618030071258545
1965-11-30,0.4215053948421053,4.495094239842105,4.1649,4.232947368421053,4.304073684210526,4.348852631578947,4.377536842105263,4.397010526315789,4.410989473684211,4.686435222625732,4.152673684210527,4.404021052631579,4.472957894736842,4.489705263157894,4.493794736842105,4.49478947368421,4.495021052631579,4.812568187713623
1965-12-31,2.5660671634545453,4.656277389409091,4.511318181818182,4.567127272727273,4.596236363636364,4.611213636363637,4.620236363636364,4.626240909090909,4.630536363636364,4.801324844360352,4.557418181818182,4.650504545454545,4.655977272727273,4.656272727272728,4.656286363636363,4.656286363636363,4.656286363636363,4.900340557098389
1966-01-31,4.341309431333333,4.751864467666667,4.657942857142857,4.70452380952381,4.7203,4.728199999999999,4.732923809523809,4.736090476190476,4.73834761904762,4.798130512237549,4.747247619047619,4.751852380952381,4.7518666666666665,4.7518666666666665,4.7518666666666665,4.7518666666666665,4.7518666666666665,5.119279861450195
1966-02-28,9.837594113684212,4.93916282368421,4.6843,4.804489473684211,4.849278947368421,4.871731578947369,4.885221052631579,4.894226315789474,4.900636842105263,5.098916530609131,4.876163157894736,4.937984210526316,4.939136842105263,4.939157894736842,4.939157894736842,4.939157894736842,4.939157894736842,5.216182231903076
1966-03-31,18.71909228391304,4.923806538782609,4.675795652173913,4.798521739130435,4.840282608695652,4.861178260869566,4.873686956521739,4.882047826086956,4.888,5.098916530609131,4.904017391304348,4.923795652173913,4.923804347826087,4.923804347826087,4.923804347826087,4.923804347826087,4.923804347826087,5.187066555023193
1966-04-30,9.49576186635,4.76935794655,4.638935,4.70389,4.72573,4.73663,4.743175,4.747535,4.75064,4.794147968292236,4.7648850000000005,4.769365,4.769365,4.769365,4.769365,4.769365,4.769365,5.123373985290527
1966-05-31,-3.9143778789523807,4.821283508857142,4.768266666666666,4.794866666666667,4.803676190476191,4.80807619047619,4.8107,4.812471428571429,4.813733333333333,4.931375980377197,4.822647619047619,4.821285714285715,4.821285714285715,4.821285714285715,4.821285714285715,4.821285714285715,4.821285714285715,5.126940727233887
1966-06-30,-6.891849113409091,4.877605669818181,4.830290909090909,4.8531545454545455,4.861268181818182,4.865359090909092,4.867804545454546,4.869431818181818,4.8706,5.100978374481201,4.87485,4.877240909090909,4.877581818181818,4.8776,4.877604545454545,4.877604545454545,4.877604545454545,5.153483867645264
1966-07-31,0.05761304565,5.1505045898,4.988615,5.0475200000000005,5.0800350000000005,5.097505,5.10809,5.11515,5.1202,5.338038921356201,5.048915,5.137359999999999,5.148975,5.150335,5.15048,5.1505,5.1505,5.482607841491699
1966-08-31,8.98122117752174,5.508062891130435,5.275713043478261,5.379943478260869,5.422321739130435,5.443747826086956,5.456604347826088,5.465178260869565,5.471304347826087,5.585387706756592,5.427395652173913,5.504673913043479,5.507930434782609,5.50805652173913,5.508065217391304,5.508065217391304,5.508065217391304,5.797201156616211
1966-09-30,12.85795850509524,5.451033652952381,5.519014285714285,5.484728571428572,5.4735,5.467880952380953,5.464514285714285,5.462276190476191,5.460666666666667,5.474588394165039,5.445880952380953,5.451033333333333,5.451033333333333,5.451033333333333,5.451033333333333,5.451033333333333,5.451033333333333,5.673234939575195
1966-10-31,4.04306679005,5.1976804529,5.27851,5.238215,5.224715,5.21795,5.2139,5.211185,5.209265,5.403557777404785,5.19817,5.197695,5.197685,5.197685,5.197685,5.197685,5.197685,5.545961380004883
1966-11-30,1.0532812818421051,5.303749817789473,5.296031578947368,5.285047368421052,5.2905,5.293778947368421,5.295773684210526,5.2971,5.298057894736842,5.485365867614746,5.228005263157894,5.297078947368421,5.3033,5.3037210526315794,5.303757894736842,5.303757894736842,5.303757894736842,5.68854570388794
1966-12-31,3.4905756022380947,4.940506881238095,4.975495238095238,4.95642380952381,4.951095238095238,4.948438095238096,4.946861904761905,4.945795238095238,4.94505238095238,5.1509623527526855,4.927366666666667,4.9402333333333335,4.940509523809523,4.940514285714285,4.940514285714285,4.940514285714285,4.940514285714285,5.246006488800049
1967-01-31,1.9431135329523808,4.652551558619048,4.528761904761905,4.564809523809524,4.592361904761905,4.607290476190476,4.616338095238096,4.622357142857143,4.626671428571429,4.801324844360352,4.5215,4.639433333333334,4.651257142857143,4.652414285714285,4.652528571428571,4.6525428571428575,4.65254761904762,4.900252819061279
1967-02-28,10.308557457222223,4.6888801036666665,4.454172222222223,4.537072222222222,4.58465,4.610455555555556,4.626105555555556,4.636566666666667,4.64406111111111,4.854327201843262,4.530094444444445,4.6670388888888885,4.686333333333334,4.6886,4.68885,4.688866666666666,4.688866666666666,5.000837802886963
1967-03-31,12.08160863918182,4.546458208545454,4.142422727272727,4.294654545454545,4.37405,4.416772727272727,4.442672727272727,4.459972727272727,4.472322727272727,4.674098968505859,4.324609090909092,4.513995454545455,4.5425818181818185,4.546040909090909,4.546409090909091,4.54645,4.546454545454545,4.817780494689941
1967-04-30,-0.4614615072,4.66087033755,3.924695,4.1018300000000005,4.250375,4.34579,4.407425,4.44941,4.479555,4.7564005851745605,4.049845,4.458019999999999,4.607145,4.647845,4.65784,4.660185,4.660715,4.952367305755615
1967-05-31,-0.5002520807272727,4.892754853636363,4.007895454545454,4.306140909090909,4.4809909090909095,4.580790909090909,4.642686363636364,4.684268181818182,4.714045454545455,4.9565558433532715,4.348627272727273,4.769386363636364,4.8674681818181815,4.887681818181818,4.891727272727272,4.892545454545455,4.892718181818181,5.1189141273498535
1967-06-30,1.4595777832272725,5.091309627954545,4.299277272727273,4.633618181818182,4.7787,4.855813636363636,4.902777272727273,4.9341681818181815,4.956609090909091,5.224551677703857,4.8249545454545455,5.044822727272727,5.08275,5.08975,5.091027272727273,5.091254545454546,5.0913,5.439126968383789
1967-07-31,-0.6476184392000001,5.14550572845,4.79874,4.96802,5.026985,5.056604999999999,5.07439,5.086235,5.09471,5.353395462036133,5.119985,5.14394,5.145375,5.145490000000001,5.145505,5.145505,5.145505,5.4823102951049805
1967-08-31,6.8080060069565205,5.234650104782609,4.912482608695652,5.072791304347826,5.126747826086956,5.153708695652173,5.1699,5.1807,5.188391304347826,5.49263858795166,5.224939130434782,5.234595652173914,5.234647826086957,5.234652173913044,5.234652173913044,5.234652173913044,5.234652173913044,5.6702494621276855
1967-09-30,11.56882616025,5.33767195105,5.047865,5.192445,5.240845,5.26507,5.27957,5.289265,5.296185,5.466943264007568,5.331625,5.337680000000001,5.337680000000001,5.337680000000001,5.337680000000001,5.337680000000001,5.337680000000001,5.673469066619873
1967-10-31,0.0259423084285714,5.608619161333333,5.1015,5.236585714285714,5.329647619047619,5.391123809523809,5.4324,5.461161904761904,5.482052380952381,5.5931620597839355,5.258438095238096,5.462561904761905,5.555052380952381,5.590252380952381,5.602561904761905,5.606680952380953,5.608004761904762,5.877270698547363
1967-11-30,-0.72248642015,5.78043197895,5.363020000000001,5.47367,5.55194,5.603035,5.63697,5.660465,5.67752,5.890411853790283,5.48414,5.663975,5.740475,5.767465,5.77633,5.77915,5.7800400000000005,6.084800720214844
1967-12-31,0.2573909139,5.759106856600001,5.4826,5.50355,5.56321,5.606825,5.636125,5.656365,5.67099,5.8171820640563965,5.405645,5.62677,5.7208,5.74869,5.7563200000000005,5.758355,5.7589,5.996828079223633
1968-01-31,-0.4485396723181818,5.552207194272727,5.199345454545455,5.317222727272728,5.386290909090909,5.426295454545454,5.451231818181818,5.4680136363636365,5.480031818181818,5.582030773162842,5.341318181818182,5.498627272727273,5.5404409090909095,5.54975,5.551722727272727,5.552109090909091,5.552195454545455,5.83652400970459
1968-02-29,6.229295445315789,5.646273129684211,5.180384210526316,5.3415,5.4327421052631575,5.484531578947368,5.516647368421053,5.5382,5.553642105263158,5.746966361999512,5.370205263157895,5.584647368421052,5.633589473684211,5.643752631578948,5.645778947368421,5.646189473684211,5.646252631578948,5.903829574584961
1968-03-31,19.10053265752381,5.753962177380952,5.315371428571429,5.528009523809524,5.603119047619048,5.640819047619048,5.663452380952381,5.678523809523809,5.6893,5.874623775482178,5.694928571428572,5.752095238095238,5.753838095238096,5.753952380952381,5.753957142857143,5.753961904761905,5.753961904761905,6.029572486877441
1968-04-30,12.9559016201,5.666595867,5.34405,5.46918,5.531275,5.564765,5.5851,5.59867,5.60838,5.778106689453125,5.51672,5.640935,5.663235,5.666205,5.666555,5.66659,5.6666,5.903572082519531
1968-05-31,4.5141956395,5.948643717227273,5.6904,5.751454545454545,5.809131818181818,5.843086363636363,5.8640954545454544,5.878172727272727,5.888236363636364,5.981092929840088,5.6805,5.896131818181818,5.940372727272727,5.947445454545454,5.948477272727273,5.948618181818182,5.948627272727273,6.243067264556885
1968-06-30,-2.3106747689,12.4625663262,5.576040000000001,5.594189999999999,5.615295,5.63459,5.65467,5.6767650000000005,5.70132,5.826270580291748,5.56496,5.64024,5.67422,5.7121450000000005,5.759505,5.816495,5.882265,6.133303642272949
1968-07-31,-19.65961269090909,24.962752121818184,5.286690909090908,5.291977272727273,5.3170636363636365,5.3602,5.4197,5.494036363636363,5.5818,5.8059983253479,5.281440909090909,5.322981818181818,5.420263636363637,5.5665,5.755527272727273,5.981709090909091,6.240054545454546,6.4463958740234375
1968-08-31,-5.213644658181818,11.117478782545454,4.987377272727273,5.080577272727273,5.196654545454546,5.283104545454545,5.353013636363636,5.415722727272727,5.475786363636363,5.604028701782227,4.953254545454545,5.34175,5.494872727272727,5.587477272727273,5.679277272727273,5.781,5.8929409090909095,6.293107986450195
1968-09-30,0.414466364,5.63725263275,4.99722,5.08028,5.219495,5.315375,5.37819,5.421094999999999,5.451915,5.604028701782227,4.893935,5.38506,5.57265,5.62219,5.63389,5.636515,5.637085,5.908153533935547
1968-10-31,0.4469627290869565,5.737690104826087,5.054434782608696,5.158734782608695,5.3088304347826085,5.40881304347826,5.473386956521739,5.517221739130435,5.548682608695652,5.755984783172607,4.969,5.496960869565217,5.681160869565217,5.725630434782609,5.735208695652173,5.737191304347826,5.737586956521739,6.05174446105957
1968-11-30,0.8547523343888889,5.805802895111111,5.238133333333334,5.260527777777778,5.387072222222222,5.480461111111112,5.543155555555555,5.586388888888889,5.617638888888888,5.800891876220703,5.009827777777778,5.516016666666667,5.724366666666667,5.784172222222222,5.800111111111111,5.804288888888888,5.8053944444444445,6.261534690856934
1968-12-31,2.859971633238095,6.096337674380953,5.662319047619048,5.785014285714285,5.883452380952381,5.936361904761905,5.968338095238095,5.989657142857142,6.0049,6.114955902099609,5.617219047619048,6.052309523809524,6.092852380952381,6.096028571428572,6.096309523809524,6.096333333333333,6.096338095238095,6.169487953186035
1969-01-31,2.1951461581363634,6.078755962727272,5.913468181818181,5.956663636363637,5.995745454545454,6.016445454545454,6.028899999999999,6.037209090909091,6.04315,6.107177734375,5.857122727272727,6.06405,6.07795,6.078722727272727,6.078754545454545,6.078754545454545,6.078754545454545,6.1461615562438965
1969-02-28,2.4068246962105264,6.122056635210527,6.088963157894737,6.1005631578947375,6.112984210526316,6.118310526315789,6.120715789473684,6.121826315789474,6.122357894736842,6.140946388244629,6.051142105263158,6.13688947368421,6.136547368421052,6.132152631578947,6.128684210526315,6.126268421052632,6.124673684210526,6.104918956756592
1969-03-31,1.1774909081999998,6.1532444503,6.18816,6.20079,6.200699999999999,6.196605,6.19158,6.186795,6.182634999999999,6.146851062774658,6.213535,6.208775,6.192075,6.177135,6.166535,6.159825,6.15594,6.105075359344482
1969-04-30,8.840670604571429,6.0963759640952375,6.046809523809524,6.066490476190476,6.074428571428571,6.079171428571429,6.082319047619047,6.084561904761905,6.086214285714286,6.167591094970703,6.081609523809524,6.0883714285714285,6.092066666666667,6.094333333333333,6.09547619047619,6.095995238095237,6.096219047619048,6.141012191772461
