DATE,gdp_percent_change,inflation_percent_change,unemployment_percent_change,Slope,LongTermRate,ZeroCouponYield1Y,ZeroCouponYield2Y,ZeroCouponYield3Y,ZeroCouponYield4Y,ZeroCouponYield5Y,ZeroCouponYield6Y,ZeroCouponYield7Y,ZeroCouponYield10Y,InstantaneousForwardRate1Y,InstantaneousForwardRate2Y,InstantaneousForwardRate3Y,InstantaneousForwardRate4Y,InstantaneousForwardRate5Y,InstantaneousForwardRate6Y,InstantaneousForwardRate7Y,InstantaneousForwardRate10Y,Recession
1963-06-30,0.727610687,0.32776139,-5.084745763,-1.248523442,4.231102845,3.03661,3.293325,3.50904,3.66182,3.767675,3.842575,3.8974,4.066917419,3.27174,3.788595,4.05624,4.16685,4.20844,4.22331,4.228465,4.851336479,0
1963-07-31,0.722354757,0.261352499,0,-0.939582568,4.143920727,3.254368182,3.498681818,3.670831818,3.77965,3.850340909,3.898745455,3.933654545,4.165527821,3.505072727,3.923713636,4.077872727,4.124931818,4.138513636,4.142363636,4.143472727,4.810636997,0
1963-08-31,0.218634915,0.195503421,-3.571428571,-0.921339339,4.111916736,3.334527273,3.550277273,3.691981818,3.782213636,3.842545455,3.885109091,3.916490909,4.170739174,3.578954545,3.904409091,4.026213636,4.072663636,4.092627273,4.102086364,4.106809091,4.769661427,0
1963-09-30,0.218157946,-0.097560976,1.851851852,-1.128634681,4.27285558,3.40366,3.592095,3.727185,3.82489,3.896865,3.951055,3.99276,4.201589108,3.624905,3.909615,4.069475,4.15791,4.20695,4.23445,4.250105,4.861380577,0
1963-10-31,0.217683053,0.09765625,0,-0.967339303,4.27998423,3.43926087,3.603052174,3.737186957,3.837186957,3.910734783,3.9655,4.007191304,4.206879616,3.606134783,3.907234783,4.085447826,4.178573913,4.225882609,4.250226087,4.2631,4.877194405,0
1963-11-30,0.702904528,0.097560976,3.636363636,-0.639228426,4.205356889,3.552282353,3.707123529,3.823617647,3.901876471,3.955647059,3.994194118,4.022905882,4.255900383,3.702652941,3.986811765,4.108158824,4.158170588,4.180711765,4.191852941,4.197747059,4.846559525,0
1963-12-31,0.697998267,0.32488629,-3.50877193,0.156953695,4.147722294,3.600304762,3.770514286,3.8855,3.949995238,3.989433333,4.015819048,4.034657143,4.289729595,3.725738095,4.074109524,4.137695238,4.146457143,4.147571429,4.147695238,4.147714286,4.830455303,0
1964-01-31,0.693160022,0.194300518,1.818181818,-0.025678698,4.190426982,3.55075,3.802686364,3.927509091,3.992959091,4.032431818,4.058759091,4.077568182,4.321816921,3.856972727,4.155454545,4.187318182,4.190163636,4.1904,4.190413636,4.190413636,4.871700287,0
1964-02-29,0.363022793,-0.096961862,-3.571428571,9.813050557,4.150553584,3.544055556,3.801038889,3.913766667,3.97265,4.008205556,4.031922222,4.048872222,4.309548855,3.9259,4.122866667,4.147438889,4.150244444,4.150527778,4.150555556,4.150561111,4.836058617,0
1964-03-31,0.361709704,0.097055969,0,19.99678025,4.218364628,3.696628571,3.95552381,4.043142857,4.086947619,4.113233333,4.130757143,4.143266667,4.393321991,4.187990476,4.218352381,4.218361905,4.218361905,4.218361905,4.218361905,4.218361905,4.897575855,0
1964-04-30,0.36040608,0.032320621,-1.851851852,4.8232502,4.248954635,3.707163636,3.9429,4.041386364,4.092881818,4.124063636,4.144877273,4.159731818,4.392503738,4.092772727,4.225195455,4.245445455,4.248440909,4.248872727,4.24895,4.248959091,4.924664974,0
1964-05-31,0.52086722,0.096930533,-3.773584906,-1.145006938,4.208116702,3.594765,3.836405,3.95153,4.014285,4.052795,4.078625,4.097125,4.336090088,3.94738,4.15559,4.19723,4.205725,4.207555,4.207975,4.208085,4.886651516,0
1964-06-30,0.518168252,0.096836669,1.960784314,-0.978725248,4.179019268,3.62075,3.819063636,3.923145455,3.983518182,4.021736364,4.047727273,4.066422727,4.314826488,3.897931818,4.096663636,4.154413636,4.171536364,4.176690909,4.178295455,4.178781818,4.854893208,0
1964-07-31,0.515497109,0.032247662,-5.769230769,-1.095957506,4.345643775,3.5022,3.696804545,3.833227273,3.928731818,3.997268182,4.048013636,4.0867,4.27112627,3.729968182,4.022309091,4.172804545,4.249272727,4.289540909,4.311804545,4.324709091,4.937775135,0
1964-08-31,0.103063696,0.096711799,2.040816327,-1.041702614,4.437193308,3.558395238,3.708309524,3.828657143,3.922328571,3.995238095,4.0526,4.098361905,4.265723705,3.720928571,3.979009524,4.146809524,4.251609524,4.317133333,4.358661905,4.385342857,4.9570508,0
1964-09-30,0.102957584,0.096618357,2,-0.84813456,4.261778745,3.65762381,3.81177619,3.912914286,3.981733333,4.030266667,4.065642857,4.092238095,4.311197758,3.848671429,4.058119048,4.160157143,4.210442857,4.235533333,4.248209524,4.254661905,4.896930695,0
1964-10-31,0.10285169,0.128700129,0,-0.793646368,4.225853383,3.675833333,3.8248,3.919719048,3.982728571,4.026309524,4.057571429,4.080819048,4.311197758,3.863166667,4.058995238,4.14857619,4.18982381,4.208933333,4.217866667,4.222047619,4.876973629,0
1964-11-30,0.80663604,0.289203085,-5.882352941,-0.51491176,4.146709087,3.7518,3.866061111,3.936644444,3.981705556,4.012072222,4.033544444,4.04935,4.317359447,3.89245,4.044061111,4.102866667,4.127455556,4.138194444,4.14295,4.145061111,4.818531036,0
1964-12-31,0.800181488,0.12816405,4.166666667,1.180619705,4.125218842,3.831854545,3.938277273,3.997254545,4.028890909,4.048104545,4.060940909,4.070131818,4.351294518,3.929472727,4.101877273,4.122018182,4.124731818,4.125140909,4.125209091,4.125218182,4.814181805,0
1965-01-31,0.793829412,0.096,-2,-0.535415104,4.496544387,3.77088,3.85313,3.93175,3.991835,4.0383,4.075475,4.10621,4.316487312,3.822575,4.02874,4.13802,4.20147,4.24447,4.27702,4.303315,4.90803051,0
1965-02-28,0.421156943,0,4.081632653,-0.906569816,4.821177728,3.861166667,3.918377778,3.976705556,4.025566667,4.0665,4.101522222,4.132155556,4.342124462,3.901544444,4.042561111,4.137505556,4.203694444,4.254822222,4.297238889,4.333927778,4.920398712,0
1965-03-31,0.41939065,0.095907928,-7.843137255,-0.462146862,4.240646378,3.89433913,3.971582609,4.024082609,4.061013043,4.08796087,4.108304348,4.124121739,4.370742798,3.988226087,4.097517391,4.154673913,4.185926087,4.204043478,4.215173913,4.222386957,4.87678051,0
1965-04-30,0.417639111,0.223570744,2.127659574,-0.322782971,4.256099454,3.83967619,3.93077619,3.996490476,4.04077619,4.072519048,4.096504762,4.115314286,4.354254246,3.926966667,4.091190476,4.1558,4.188590476,4.209080952,4.222938095,4.232542857,4.882510185,0
1965-05-31,0.741053489,0.318674315,-4.166666667,0.026697759,4.199115345,3.84305,3.928845,4.004035,4.050425,4.079775,4.099595,4.11381,4.358692646,3.87919,4.112745,4.18026,4.19519,4.1983,4.19894,4.19907,4.874297619,0
1965-06-30,0.735602283,0.41296061,0,0.005907827,4.228166272,3.797359091,3.888413636,3.978727273,4.036922727,4.074395455,4.099881818,4.118172727,4.346724033,3.820086364,4.101777273,4.196745455,4.220777273,4.226436364,4.227772727,4.228072727,4.89647007,0
1965-07-31,0.730230689,-0.094906675,-4.347826087,-0.170717512,4.240059081,3.787385714,3.886904762,3.979966667,4.04047619,4.079557143,4.106166667,4.125261905,4.350138664,3.83492381,4.106280952,4.205771429,4.232109524,4.238304762,4.239704762,4.239990476,4.906795025,0
1965-08-31,0.767967238,-0.094996833,0,-0.029157849,4.272792058,3.860545455,3.972359091,4.058272727,4.109754545,4.142045455,4.163772727,4.17935,4.398458958,3.934004545,4.1884,4.255440909,4.269413636,4.272154545,4.272668182,4.272777273,4.942427158,0
1965-09-30,0.762114448,0.221870048,-2.272727273,-0.543804698,4.881747159,4.008852381,4.083309524,4.130961905,4.162280952,4.185909524,4.205390476,4.222366667,4.450695515,4.079238095,4.205371429,4.242928571,4.268719048,4.291895238,4.3137,4.334514286,4.965167522,0
1965-10-31,0.756350194,0.09487666,-2.325581395,0.117359789,4.384054168,4.066415,4.122515,4.191355,4.2365,4.265525,4.2852,4.299305,4.53774929,4.04931,4.280575,4.360155,4.379105,4.383085,4.38386,4.384005,5.04246664,0
1965-11-30,0.811278437,0.315955766,-2.380952381,0.421505395,4.49509424,4.1649,4.232947368,4.304073684,4.348852632,4.377536842,4.397010526,4.410989474,4.696115017,4.152673684,4.404021053,4.472957895,4.489705263,4.493794737,4.494789474,4.495021053,5.145412445,0
1965-12-31,0.804749677,0.31496063,-2.43902439,2.566067163,4.656277389,4.511318182,4.567127273,4.596236364,4.611213636,4.620236364,4.626240909,4.630536364,4.927365303,4.557418182,4.650504545,4.655977273,4.656272727,4.656286364,4.656286364,4.656286364,5.310022354,0
1966-01-31,0.798325157,0.094191523,0,4.341309431,4.751864468,4.657942857,4.70452381,4.7203,4.7282,4.73292381,4.736090476,4.738347619,5.041396618,4.747247619,4.751852381,4.751866667,4.751866667,4.751866667,4.751866667,4.751866667,5.393827915,0
1966-02-28,0.113823489,0.627352572,-5,9.837594114,4.939162824,4.6843,4.804489474,4.849278947,4.871731579,4.885221053,4.894226316,4.900636842,5.176195145,4.876163158,4.937984211,4.939136842,4.939157895,4.939157895,4.939157895,4.939157895,5.569549561,0
1966-03-31,0.113694078,0.311720698,0,18.71909228,4.923806539,4.675795652,4.798521739,4.840282609,4.861178261,4.873686957,4.882047826,4.888,5.166731834,4.904017391,4.923795652,4.923804348,4.923804348,4.923804348,4.923804348,4.923804348,5.555217743,0
1966-04-30,0.113564961,0.31075202,0,9.495761866,4.769357947,4.638935,4.70389,4.72573,4.73663,4.743175,4.747535,4.75064,5.048605442,4.764885,4.769365,4.769365,4.769365,4.769365,4.769365,4.769365,5.410373688,0
1966-05-31,0.282277524,0.21685254,2.631578947,-3.914377879,4.821283509,4.768266667,4.794866667,4.80367619,4.80807619,4.8107,4.812471429,4.813733333,5.114640236,4.822647619,4.821285714,4.821285714,4.821285714,4.821285714,4.821285714,4.821285714,5.458926201,0
1966-06-30,0.28148296,0.092735703,-2.564102564,-6.891849113,4.87760567,4.830290909,4.853154545,4.861268182,4.865359091,4.867804545,4.869431818,4.8706,5.1728158,4.87485,4.877240909,4.877581818,4.8776,4.877604545,4.877604545,4.877604545,5.514086723,0
1966-07-31,0.280692858,0.216182829,0,0.057613046,5.15050459,4.988615,5.04752,5.080035,5.097505,5.10809,5.11515,5.1202,5.401149273,5.048915,5.13736,5.148975,5.150335,5.15048,5.1505,5.1505,5.747414589,0
1966-08-31,0.27346781,0.61633282,0,8.981221178,5.508062891,5.275713043,5.379943478,5.422321739,5.443747826,5.456604348,5.465178261,5.471304348,5.757492542,5.427395652,5.504673913,5.507930435,5.508056522,5.508065217,5.508065217,5.508065217,6.054001331,0
1966-09-30,0.272722003,0.306278714,-2.631578947,12.85795851,5.451033653,5.519014286,5.484728571,5.4735,5.467880952,5.464514286,5.46227619,5.460666667,5.806221008,5.445880952,5.451033333,5.451033333,5.451033333,5.451033333,5.451033333,5.451033333,6.003013134,0
1966-10-31,0.271980253,0.305343511,0,4.04306679,5.197680453,5.27851,5.238215,5.224715,5.21795,5.2139,5.211185,5.209265,5.538094521,5.19817,5.197695,5.197685,5.197685,5.197685,5.197685,5.197685,5.784204483,0
1966-11-30,0.295264438,0.091324201,-2.702702703,1.053281282,5.303749818,5.296031579,5.285047368,5.2905,5.293778947,5.295773684,5.2971,5.298057895,5.612056732,5.228005263,5.297078947,5.3033,5.303721053,5.303757895,5.303757895,5.303757895,5.877783298,0
1966-12-31,0.294395194,0.121654501,5.555555556,3.490575602,4.940506881,4.975495238,4.95642381,4.951095238,4.948438095,4.946861905,4.945795238,4.945052381,5.253416538,4.927366667,4.940233333,4.940509524,4.940514286,4.940514286,4.940514286,4.940514286,5.569794655,0
1967-01-31,0.293531053,-0.060753341,2.631578947,1.943113533,4.652551559,4.528761905,4.564809524,4.592361905,4.607290476,4.616338095,4.622357143,4.626671429,4.925771713,4.5215,4.639433333,4.651257143,4.652414286,4.652528571,4.652542857,4.652547619,5.303191185,0
1967-02-28,0.02045049,0.303951368,-2.564102564,10.30855746,4.688880104,4.454172222,4.537072222,4.58465,4.610455556,4.626105556,4.636566667,4.644061111,4.925771713,4.530094444,4.667038889,4.686333333,4.6886,4.68885,4.688866667,4.688866667,5.336711407,0
1967-03-31,0.020446308,0,0,12.08160864,4.546458209,4.142422727,4.294654545,4.37405,4.416772727,4.442672727,4.459972727,4.472322727,4.758301258,4.324609091,4.513995455,4.542581818,4.546040909,4.546409091,4.54645,4.546454545,5.201775551,0
1967-04-30,0.020442129,0.303030303,0,-0.461461507,4.660870338,3.924695,4.10183,4.250375,4.34579,4.407425,4.44941,4.479555,4.674076557,4.049845,4.45802,4.607145,4.647845,4.65784,4.660185,4.660715,5.292097569,0
1967-05-31,0.315358675,0,0,-0.500252081,4.892754854,4.007895455,4.306140909,4.480990909,4.580790909,4.642686364,4.684268182,4.714045455,4.877250671,4.348627273,4.769386364,4.867468182,4.887681818,4.891727273,4.892545455,4.892718182,5.527545929,0
1967-06-30,0.314367291,0.604229607,2.631578947,1.459577783,5.091309628,4.299277273,4.633618182,4.7787,4.855813636,4.902777273,4.934168182,4.956609091,5.149267197,4.824954545,5.044822727,5.08275,5.08975,5.091027273,5.091254545,5.0913,5.701561928,0
1967-07-31,0.31338212,0.3003003,-2.564102564,-0.647618439,5.145505728,4.79874,4.96802,5.026985,5.056605,5.07439,5.086235,5.09471,5.360984802,5.119985,5.14394,5.145375,5.14549,5.145505,5.145505,5.145505,5.741006374,0
1967-08-31,0.251284441,0.299401198,0,6.808006007,5.234650105,4.912482609,5.072791304,5.126747826,5.153708696,5.1699,5.1807,5.188391304,5.457600594,5.22493913,5.234595652,5.234647826,5.234652174,5.234652174,5.234652174,5.234652174,5.81628561,0
1967-09-30,0.250654585,0.298507463,0,11.56882616,5.337671951,5.047865,5.192445,5.240845,5.26507,5.27957,5.289265,5.296185,5.571077824,5.331625,5.33768,5.33768,5.33768,5.33768,5.33768,5.33768,5.904337883,0
1967-10-31,0.250027878,0.297619048,5.263157895,0.025942308,5.608619161,5.1015,5.236585714,5.329647619,5.39112381,5.4324,5.461161905,5.482052381,5.674499035,5.258438095,5.462561905,5.555052381,5.590252381,5.602561905,5.606680952,5.608004762,6.13262701,0
1967-11-30,0.679757013,0.59347181,-2.5,-0.72248642,5.780431979,5.36302,5.47367,5.55194,5.603035,5.63697,5.660465,5.67752,5.908899307,5.48414,5.663975,5.740475,5.767465,5.77633,5.77915,5.78004,6.2927351,0
1967-12-31,0.675167514,0.294985251,-2.564102564,0.257390914,5.759106857,5.4826,5.50355,5.56321,5.606825,5.636125,5.656365,5.67099,5.921873569,5.405645,5.62677,5.7208,5.74869,5.75632,5.758355,5.7589,6.273746014,0
1968-01-31,0.670639574,0.294117647,-2.631578947,-0.448539672,5.552207194,5.199345455,5.317222727,5.386290909,5.426295455,5.451231818,5.468013636,5.480031818,5.723953724,5.341318182,5.498627273,5.540440909,5.54975,5.551722727,5.552109091,5.552195455,6.094024181,0
1968-02-29,0.556791001,0.293255132,2.702702703,6.229295445,5.64627313,5.180384211,5.3415,5.432742105,5.484531579,5.516647368,5.5382,5.553642105,5.779689789,5.370205263,5.584647368,5.633589474,5.643752632,5.645778947,5.646189474,5.646252632,6.176358223,0
1968-03-31,0.553708005,0.292397661,-2.631578947,19.10053266,5.753962177,5.315371429,5.528009524,5.603119048,5.640819048,5.663452381,5.67852381,5.6893,5.96214819,5.694928571,5.752095238,5.753838095,5.753952381,5.753957143,5.753961905,5.753961905,6.271968842,0
1968-04-30,0.550658962,0.29154519,-5.405405405,12.95590162,5.666595867,5.34405,5.46918,5.531275,5.564765,5.5851,5.59867,5.60838,5.88055706,5.51672,5.640935,5.663235,5.666205,5.666555,5.66659,5.6666,6.19547224,0
1968-05-31,0.258172854,0.290697674,0,4.51419564,5.948643717,5.6904,5.751454545,5.809131818,5.843086364,5.864095455,5.878172727,5.888236364,6.186789989,5.6805,5.896131818,5.940372727,5.947445455,5.948477273,5.948618182,5.948627273,6.462083817,0
1968-06-30,0.257508038,0.579710145,5.714285714,-2.310674769,12.46256633,5.57604,5.59419,5.615295,5.63459,5.65467,5.676765,5.70132,5.97390604,5.56496,5.64024,5.67422,5.712145,5.759505,5.816495,5.882265,6.289721012,0
1968-07-31,0.256846637,0.576368876,0,-19.65961269,24.96275212,5.286690909,5.291977273,5.317063636,5.3602,5.4197,5.494036364,5.5818,5.658776283,5.281440909,5.322981818,5.420263636,5.5665,5.755527273,5.981709091,6.240054545,6.308522224,0
1968-08-31,0.1309247,0.286532951,-5.405405405,-5.213644658,11.11747878,4.987377273,5.080577273,5.196654545,5.283104545,5.353013636,5.415722727,5.475786364,5.551463127,4.953254545,5.34175,5.494872727,5.587477273,5.679277273,5.781,5.892940909,6.222873688,0
1968-09-30,0.130753511,0.285714286,-2.857142857,0.414466364,5.637252633,4.99722,5.08028,5.219495,5.315375,5.37819,5.421095,5.451915,5.578594685,4.893935,5.38506,5.57265,5.62219,5.63389,5.636515,5.637085,6.169100761,0
1968-10-31,0.130582769,0.56980057,0,0.446962729,5.737690105,5.054434783,5.158734783,5.308830435,5.408813043,5.473386957,5.517221739,5.548682609,5.670798302,4.969,5.49696087,5.68116087,5.725630435,5.735208696,5.737191304,5.737586957,6.254442215,0
1968-11-30,0.52147689,0.283286119,0,0.854752334,5.805802895,5.238133333,5.260527778,5.387072222,5.480461111,5.543155556,5.586388889,5.617638889,5.746276855,5.009827778,5.516016667,5.724366667,5.784172222,5.800111111,5.804288889,5.805394444,6.311265469,0
1968-12-31,0.518771616,0.564971751,0,2.859971633,6.096337674,5.662319048,5.785014286,5.883452381,5.936361905,5.968338095,5.989657143,6.0049,6.267571926,5.617219048,6.052309524,6.092852381,6.096028571,6.096309524,6.096333333,6.096338095,6.609157562,0
1969-01-31,0.516094265,0.280898876,0,2.195146158,6.078755963,5.913468182,5.956663636,5.995745455,6.016445455,6.0289,6.037209091,6.04315,6.368876934,5.857122727,6.06405,6.07795,6.078722727,6.078754545,6.078754545,6.078754545,6.588624477,0
1969-02-28,0.101117982,0.280112045,0,2.406824696,6.122056635,6.088963158,6.100563158,6.112984211,6.118310526,6.120715789,6.121826316,6.122357895,6.480007172,6.051142105,6.136889474,6.136547368,6.132152632,6.128684211,6.126268421,6.124673684,6.637417793,0
1969-03-31,0.101015837,0.837988827,0,1.177490908,6.15324445,6.18816,6.20079,6.2007,6.196605,6.19158,6.186795,6.182635,6.561874866,6.213535,6.208775,6.192075,6.177135,6.166535,6.159825,6.15594,6.675007343,0
1969-04-30,0.100913898,0.55401662,0,8.840670605,6.096375964,6.046809524,6.066490476,6.074428571,6.079171429,6.082319048,6.084561905,6.086214286,6.439025879,6.081609524,6.088371429,6.092066667,6.094333333,6.09547619,6.095995238,6.096219048,6.601129055,1
1969-05-31,0.219984118,0.275482094,0,2.759734961,6.283992845,6.226047619,6.286561905,6.290109524,6.289190476,6.288228571,6.287528571,6.287033333,6.641667366,6.397709524,6.311038095,6.289066667,6.2849,6.284147619,6.284033333,6.284004762,6.78536129,1
1969-06-30,0.21950125,0.549450549,2.941176471,-8.740836826,6.361536944,6.906057143,6.729066667,6.617447619,6.555219048,6.516842857,6.491047619,6.472566667,6.935426712,6.795771429,6.428657143,6.374790476,6.364761905,6.362457143,6.361833333,6.36162381,6.867434502,1
1969-07-31,0.219020498,0.546448087,0,0.707933278,6.011909767,7.431285714,7.31822381,7.099809524,6.908819048,6.760642857,6.648190476,6.562285714,7.354936123,7.505728571,6.901009524,6.465419048,6.232490476,6.1171,6.061628571,6.035347619,6.742534637,1
1969-08-31,-0.16273635,0.27173913,0,1.367692124,5.808267043,7.401295238,7.298442857,7.115366667,6.934542857,6.778942857,6.651166667,6.547695238,7.368611813,7.397947619,6.968080952,6.549033333,6.256071429,6.072219048,5.962066667,5.897452381,6.70002985,1
1969-09-30,-0.163001613,0.54200542,5.714285714,0.757221302,6.550396624,7.655204762,7.633919048,7.516228571,7.38912381,7.277104762,7.184266667,7.108642857,7.767225742,7.746014286,7.447709524,7.127671429,6.904352381,6.765347619,6.681904762,6.632071429,7.559830189,1
1969-10-31,-0.163267742,0.539083558,0,4.250237587,3.057861991,7.4796,7.457795455,7.390304545,7.311259091,7.230268182,7.15015,7.071654545,7.661328316,7.5094,7.349013636,7.162631818,6.988077273,6.826340909,6.674036364,6.528363636,7.533164978,1
1969-11-30,-0.049630571,0.536193029,-5.405405405,6.287555786,1.566505989,7.710047059,7.579858824,7.455658824,7.333894118,7.212964706,7.092276471,6.971758824,7.711195469,7.574758824,7.327152941,7.087894118,6.849135294,6.609147059,6.368570588,6.128835294,7.303052902,1
1969-12-31,-0.049655215,0.533333333,0,5.445338092,2.812086837,8.036804545,7.885472727,7.764631818,7.65835,7.559622727,7.465063636,7.373054545,8.010004997,7.860522727,7.620954545,7.428913636,7.251436364,7.078263636,6.906463636,6.735718182,7.79346323,1
