Date,Slope,LongTermRate,ZeroCouponYield1Y,ZeroCouponYield2Y,ZeroCouponYield3Y,ZeroCouponYield4Y,ZeroCouponYield5Y,ZeroCouponYield6Y,ZeroCouponYield7Y,ZeroCouponYield8Y,ZeroCouponYield9Y,ZeroCouponYield10Y,InstantaneousForwardRate1Y,InstantaneousForwardRate2Y,InstantaneousForwardRate3Y,InstantaneousForwardRate4Y,InstantaneousForwardRate5Y,InstantaneousForwardRate6Y,InstantaneousForwardRate7Y,InstantaneousForwardRate8Y,InstantaneousForwardRate9Y,InstantaneousForwardRate10Y
1962-09-30,-1.451794679368421,4.338947006052631,2.911605263157895,3.1432263157894735,3.370552631578947,3.550594736842105,3.6854684210526316,3.7859052631578947,3.8617263157894737,,,,3.100978947368421,3.631426315789474,3.9858157894736848,4.17388947368421,4.264578947368421,4.306147368421053,4.324694736842106,,,
1962-10-31,-1.7031285589999998,4.3995723007272725,2.839118181818182,3.061977272727273,3.2754227272727268,3.4545318181818185,3.597740909090909,3.7105,3.7993136363636366,,,,3.0457772727272725,3.5133181818181822,3.8684181818181815,4.096663636363636,4.232127272727273,4.3089545454545455,4.351240909090909,,,
1962-11-30,-1.6495589728947369,4.369785060473684,2.9267526315789474,3.1428736842105263,3.3308894736842105,3.4843894736842107,3.607063157894737,3.7048578947368425,3.783342105263158,,,,3.148831578947368,3.5522473684210527,3.842626315789474,4.032947368421053,4.153263157894736,4.22868947368421,4.2762631578947365,,,
1962-12-31,-1.3834931400000001,4.24358762635,2.9535899999999997,3.13682,3.31143,3.455095,3.5684600000000004,3.6573450000000003,3.72767,,,,3.119655,3.509265,3.79148,3.965855,4.068785,4.129655,4.166595,,,
1963-01-31,-1.2347500932727273,4.078323880681818,2.943609090909091,3.1834409090909093,3.3664363636363634,3.4956772727272725,3.5889181818181815,3.658495454545455,3.711990909090909,,,,3.188622727272727,3.6141045454545453,3.825136363636364,3.93045,3.988031818181818,4.021840909090909,4.0425272727272725,,,
1963-02-28,-1.6887355635,4.222600041722222,2.8355055555555553,3.137494444444444,3.3675055555555553,3.5328944444444446,3.6518555555555556,3.7390999999999996,3.8047388888888887,,,,3.1636555555555557,3.672327777777778,3.9515555555555557,4.090105555555556,4.157111111111111,4.189638888888889,4.205688888888889,,,
1963-03-31,-1.787233834904762,4.298102984142857,2.901538095238095,3.185409523809524,3.393447619047619,3.5478904761904766,3.6642904761904767,3.753485714285714,3.823028571428572,,,,3.232819047619048,3.668595238095238,3.9279476190476195,4.080976190476191,4.170823809523809,4.22347619047619,4.25427619047619,,,
1963-04-30,-1.678048236095238,4.323755049333333,2.985919047619048,3.2533809523809523,3.4534857142857143,3.602357142857143,3.714309523809524,3.799909523809524,3.866561904761905,,,,3.2911666666666664,3.715885714285714,3.968933333333333,4.115742857142857,4.200833333333334,4.250538095238095,4.279833333333333,,,
1963-05-31,-1.357173708090909,4.154795443136364,2.948240909090909,3.21305,3.424690909090909,3.574890909090909,3.680281818181818,3.7557772727272725,3.8115318181818183,,,,3.2123772727272724,3.7029954545454546,3.9604227272727273,4.074509090909091,4.122118181818181,4.141554545454546,4.149418181818182,,,
1963-06-30,-1.2485234423,4.2311028451,3.03661,3.2933250000000003,3.50904,3.66182,3.7676749999999997,3.842575,3.8974,,,,3.27174,3.788595,4.05624,4.16685,4.20844,4.22331,4.228465,,,
1963-07-31,-0.9395825679090909,4.143920727,3.254368181818182,3.4986818181818182,3.6708318181818185,3.7796499999999997,3.850340909090909,3.898745454545455,3.9336545454545457,,,,3.505072727272727,3.9237136363636367,4.0778727272727275,4.124931818181818,4.138513636363636,4.142363636363637,4.143472727272727,,,
1963-08-31,-0.9213393385454545,4.1119167354999995,3.334527272727273,3.5502772727272727,3.6919818181818185,3.7822136363636365,3.8425454545454545,3.8851090909090904,3.9164909090909092,,,,3.578954545454545,3.904409090909091,4.026213636363637,4.072663636363637,4.092627272727273,4.102086363636364,4.106809090909091,,,
1963-09-30,-1.1286346810499999,4.27285558005,3.40366,3.5920949999999996,3.727185,3.82489,3.8968649999999996,3.951055,3.9927599999999996,,,,3.6249049999999996,3.909615,4.069475,4.157909999999999,4.20695,4.234450000000001,4.250105,,,
1963-10-31,-0.9673393029565218,4.279984230434783,3.439260869565217,3.6030521739130434,3.737186956521739,3.8371869565217396,3.910734782608696,3.9655,4.007191304347827,,,,3.606134782608696,3.9072347826086955,4.0854478260869564,4.178573913043478,4.2258826086956525,4.250226086956522,4.2631,,,
1963-11-30,-0.6392284258235295,4.2053568892941176,3.5522823529411762,3.7071235294117644,3.823617647058823,3.9018764705882356,3.955647058823529,3.994194117647059,4.022905882352941,,,,3.7026529411764706,3.9868117647058825,4.108158823529412,4.158170588235294,4.180711764705883,4.191852941176471,4.19774705882353,,,
1963-12-31,0.15695369461904762,4.147722294238095,3.6003047619047623,3.770514285714286,3.8855,3.949995238095238,3.989433333333333,4.015819047619048,4.034657142857143,,,,3.725738095238095,4.074109523809524,4.137695238095238,4.146457142857143,4.147571428571429,4.147695238095238,4.147714285714286,,,
1964-01-31,-0.025678697590909086,4.190426981863637,3.5507500000000003,3.8026863636363633,3.9275090909090906,3.992959090909091,4.032431818181818,4.058759090909091,4.077568181818182,,,,3.8569727272727268,4.155454545454545,4.187318181818181,4.1901636363636365,4.1904,4.190413636363636,4.190413636363636,,,
1964-02-29,9.813050557333334,4.150553584277778,3.5440555555555555,3.801038888888889,3.9137666666666666,3.97265,4.008205555555556,4.031922222222223,4.048872222222222,,,,3.9259000000000004,4.122866666666667,4.147438888888889,4.150244444444445,4.1505277777777785,4.150555555555555,4.150561111111111,,,
1964-03-31,19.99678025047619,4.2183646282380955,3.696628571428571,3.9555238095238097,4.043142857142857,4.086947619047619,4.1132333333333335,4.130757142857143,4.143266666666666,,,,4.1879904761904765,4.21835238095238,4.218361904761904,4.218361904761904,4.218361904761904,4.218361904761904,4.218361904761904,,,
1964-04-30,4.823250199818182,4.248954635363637,3.707163636363636,3.9429000000000003,4.041386363636364,4.0928818181818185,4.124063636363636,4.144877272727272,4.159731818181818,,,,4.0927727272727275,4.225195454545455,4.245445454545455,4.248440909090909,4.248872727272727,4.24895,4.248959090909091,,,
1964-05-31,-1.1450069378,4.20811670225,3.594765,3.836405,3.9515300000000004,4.014285,4.052795,4.078625000000001,4.097125,,,,3.94738,4.15559,4.19723,4.205725,4.207555,4.207975,4.208085,,,
1964-06-30,-0.9787252481818182,4.179019268181818,3.6207499999999997,3.8190636363636368,3.923145454545455,3.983518181818182,4.021736363636363,4.047727272727273,4.066422727272727,,,,3.8979318181818177,4.096663636363636,4.154413636363636,4.171536363636363,4.176690909090909,4.178295454545455,4.178781818181818,,,
1964-07-31,-1.095957506090909,4.345643775363636,3.5022,3.6968045454545457,3.8332272727272727,3.9287318181818183,3.9972681818181814,4.0480136363636365,4.0866999999999996,,,,3.7299681818181822,4.022309090909091,4.172804545454546,4.249272727272727,4.289540909090909,4.311804545454546,4.324709090909091,,,
1964-08-31,-1.0417026144761905,4.437193307761905,3.5583952380952377,3.7083095238095236,3.8286571428571428,3.9223285714285714,3.9952380952380957,4.0526,4.098361904761905,,,,3.7209285714285714,3.979009523809524,4.146809523809524,4.251609523809524,4.3171333333333335,4.358661904761905,4.385342857142858,,,
1964-09-30,-0.8481345597142858,4.261778745190476,3.65762380952381,3.81177619047619,3.912914285714286,3.981733333333333,4.030266666666667,4.065642857142858,4.092238095238095,,,,3.848671428571429,4.058119047619048,4.160157142857143,4.210442857142858,4.235533333333334,4.248209523809524,4.254661904761905,,,
1964-10-31,-0.7936463678095238,4.225853383095238,3.6758333333333333,3.8248,3.9197190476190475,3.9827285714285714,4.026309523809523,4.057571428571428,4.080819047619047,,,,3.8631666666666664,4.058995238095238,4.148576190476191,4.189823809523809,4.208933333333333,4.217866666666667,4.222047619047619,,,
1964-11-30,-0.5149117595555555,4.146709087333333,3.7518,3.866061111111111,3.9366444444444446,3.981705555555555,4.012072222222222,4.033544444444445,4.0493500000000004,,,,3.8924499999999997,4.044061111111111,4.102866666666667,4.127455555555556,4.138194444444444,4.14295,4.145061111111111,,,
1964-12-31,1.1806197049545455,4.1252188419545455,3.8318545454545454,3.9382772727272726,3.9972545454545454,4.028890909090909,4.048104545454546,4.060940909090909,4.070131818181818,,,,3.9294727272727275,4.101877272727273,4.122018181818182,4.124731818181818,4.125140909090909,4.125209090909091,4.125218181818182,,,
1965-01-31,-0.5354151042999999,4.4965443872,3.7708799999999996,3.85313,3.93175,3.9918349999999996,4.0383,4.075475,4.10621,,,,3.8225749999999996,4.02874,4.13802,4.20147,4.24447,4.27702,4.303315,,,
1965-02-28,-0.9065698160000001,4.821177727888889,3.861166666666667,3.9183777777777777,3.976705555555556,4.025566666666666,4.0665000000000004,4.101522222222222,4.132155555555555,,,,3.9015444444444447,4.042561111111111,4.137505555555555,4.203694444444444,4.254822222222222,4.297238888888889,4.333927777777777,,,
1965-03-31,-0.4621468623478261,4.240646378043478,3.8943391304347825,3.9715826086956523,4.024082608695652,4.061013043478261,4.087960869565217,4.1083043478260866,4.124121739130435,,,,3.988226086956522,4.097517391304348,4.154673913043479,4.185926086956521,4.2040434782608695,4.215173913043478,4.222386956521739,,,
1965-04-30,-0.32278297142857143,4.256099454142857,3.8396761904761907,3.9307761904761906,3.996490476190476,4.0407761904761905,4.072519047619048,4.096504761904762,4.115314285714286,,,,3.926966666666667,4.0911904761904765,4.1558,4.188590476190477,4.209080952380952,4.222938095238096,4.232542857142857,,,
1965-05-31,0.0266977586,4.19911534485,3.8430500000000003,3.928845,4.004035,4.050425,4.079775,4.099595,4.11381,,,,3.87919,4.112745,4.18026,4.19519,4.198300000000001,4.1989399999999995,4.19907,,,
1965-06-30,0.005907826681818175,4.228166271681818,3.7973590909090906,3.888413636363637,3.9787272727272724,4.036922727272727,4.074395454545455,4.099881818181818,4.118172727272728,,,,3.8200863636363636,4.101777272727273,4.196745454545455,4.220777272727273,4.226436363636363,4.227772727272727,4.228072727272727,,,
1965-07-31,-0.1707175122857143,4.240059080619047,3.787385714285714,3.886904761904762,3.979966666666667,4.04047619047619,4.079557142857142,4.106166666666667,4.125261904761905,,,,3.8349238095238096,4.106280952380952,4.2057714285714285,4.232109523809524,4.238304761904762,4.239704761904762,4.239990476190476,,,
1965-08-31,-0.029157848727272728,4.272792057818181,3.8605454545454547,3.9723590909090905,4.058272727272727,4.109754545454545,4.142045454545454,4.163772727272727,4.17935,,,,3.934004545454546,4.188400000000001,4.255440909090908,4.269413636363637,4.272154545454546,4.272668181818182,4.272777272727272,,,
1965-09-30,-0.5438046977142857,4.881747159142857,4.008852380952381,4.083309523809524,4.1309619047619055,4.162280952380952,4.185909523809523,4.205390476190476,4.222366666666667,,,,4.079238095238095,4.2053714285714285,4.242928571428571,4.268719047619048,4.291895238095238,4.3137,4.3345142857142855,,,
1965-10-31,0.11735978899999999,4.3840541679,4.066415,4.122515,4.191355,4.2365,4.265525,4.2852,4.299305,,,,4.04931,4.280575000000001,4.360155,4.379105,4.3830849999999995,4.38386,4.384005,,,
1965-11-30,0.4215053948421053,4.495094239842105,4.1649,4.232947368421053,4.304073684210526,4.348852631578947,4.377536842105263,4.397010526315789,4.410989473684211,,,,4.1526736842105265,4.404021052631579,4.472957894736842,4.489705263157894,4.493794736842105,4.49478947368421,4.495021052631579,,,
1965-12-31,2.5660671634545453,4.656277389409091,4.511318181818182,4.567127272727273,4.596236363636364,4.611213636363637,4.620236363636364,4.626240909090909,4.630536363636364,,,,4.557418181818182,4.650504545454545,4.655977272727273,4.656272727272728,4.656286363636363,4.656286363636363,4.656286363636363,,,
1966-01-31,4.341309431333333,4.751864467666667,4.657942857142857,4.70452380952381,4.7203,4.728199999999999,4.732923809523809,4.736090476190476,4.7383476190476195,,,,4.747247619047619,4.751852380952381,4.7518666666666665,4.7518666666666665,4.7518666666666665,4.7518666666666665,4.7518666666666665,,,
1966-02-28,9.837594113684212,4.93916282368421,4.6843,4.804489473684211,4.849278947368421,4.871731578947369,4.885221052631579,4.894226315789474,4.900636842105263,,,,4.876163157894736,4.937984210526316,4.939136842105263,4.939157894736842,4.939157894736842,4.939157894736842,4.939157894736842,,,
1966-03-31,18.719092283913042,4.923806538782609,4.675795652173913,4.798521739130435,4.840282608695652,4.861178260869566,4.873686956521739,4.882047826086956,4.888,,,,4.904017391304348,4.923795652173913,4.923804347826087,4.923804347826087,4.923804347826087,4.923804347826087,4.923804347826087,,,
1966-04-30,9.49576186635,4.7693579465500004,4.638935,4.7038899999999995,4.72573,4.73663,4.743175,4.747535,4.75064,,,,4.7648850000000005,4.769365,4.769365,4.769365,4.769365,4.769365,4.769365,,,
1966-05-31,-3.9143778789523807,4.821283508857142,4.768266666666666,4.794866666666667,4.803676190476191,4.80807619047619,4.8107,4.812471428571429,4.813733333333333,,,,4.822647619047619,4.821285714285715,4.821285714285715,4.821285714285715,4.821285714285715,4.821285714285715,4.821285714285715,,,
1966-06-30,-6.891849113409091,4.877605669818181,4.830290909090909,4.8531545454545455,4.861268181818182,4.865359090909092,4.867804545454546,4.869431818181818,4.8706,,,,4.87485,4.877240909090909,4.877581818181818,4.8776,4.877604545454545,4.877604545454545,4.877604545454545,,,
1966-07-31,0.057613045650000014,5.1505045898,4.988615,5.0475200000000005,5.0800350000000005,5.097505,5.10809,5.11515,5.1202,,,,5.048915,5.137359999999999,5.148975,5.150335,5.15048,5.1505,5.1505,,,
1966-08-31,8.98122117752174,5.508062891130435,5.275713043478261,5.379943478260869,5.422321739130435,5.443747826086956,5.4566043478260875,5.465178260869565,5.471304347826087,,,,5.427395652173913,5.5046739130434785,5.507930434782609,5.50805652173913,5.508065217391304,5.508065217391304,5.508065217391304,,,
1966-09-30,12.857958505095239,5.451033652952381,5.519014285714285,5.484728571428572,5.4735,5.467880952380953,5.464514285714285,5.4622761904761905,5.460666666666667,,,,5.445880952380953,5.451033333333333,5.451033333333333,5.451033333333333,5.451033333333333,5.451033333333333,5.451033333333333,,,
1966-10-31,4.04306679005,5.1976804529,5.27851,5.238215,5.224715,5.21795,5.2139,5.211185,5.209265,,,,5.19817,5.197695,5.197685,5.197685,5.197685,5.197685,5.197685,,,
1966-11-30,1.0532812818421053,5.303749817789473,5.296031578947368,5.285047368421052,5.2905,5.293778947368421,5.295773684210526,5.2971,5.298057894736842,,,,5.228005263157894,5.297078947368421,5.3033,5.3037210526315794,5.303757894736842,5.303757894736842,5.303757894736842,,,
1966-12-31,3.4905756022380947,4.940506881238095,4.975495238095238,4.95642380952381,4.951095238095238,4.948438095238096,4.946861904761905,4.945795238095238,4.94505238095238,,,,4.927366666666667,4.9402333333333335,4.940509523809523,4.940514285714285,4.940514285714285,4.940514285714285,4.940514285714285,,,
1967-01-31,1.9431135329523808,4.652551558619048,4.528761904761905,4.564809523809524,4.592361904761905,4.607290476190476,4.6163380952380955,4.622357142857143,4.626671428571429,,,,4.5215,4.639433333333334,4.651257142857143,4.652414285714285,4.652528571428571,4.6525428571428575,4.65254761904762,,,
1967-02-28,10.308557457222223,4.6888801036666665,4.454172222222223,4.537072222222222,4.58465,4.610455555555556,4.626105555555556,4.636566666666667,4.64406111111111,,,,4.530094444444445,4.6670388888888885,4.686333333333334,4.6886,4.6888499999999995,4.688866666666666,4.688866666666666,,,
1967-03-31,12.08160863918182,4.546458208545454,4.142422727272727,4.294654545454545,4.37405,4.416772727272727,4.442672727272727,4.459972727272727,4.472322727272727,,,,4.3246090909090915,4.513995454545455,4.5425818181818185,4.546040909090909,4.546409090909091,4.54645,4.546454545454545,,,
1967-04-30,-0.4614615072,4.66087033755,3.924695,4.1018300000000005,4.250375,4.34579,4.407425,4.44941,4.4795549999999995,,,,4.0498449999999995,4.458019999999999,4.607145,4.647845,4.65784,4.660185,4.660715,,,
1967-05-31,-0.5002520807272727,4.892754853636363,4.007895454545454,4.306140909090909,4.4809909090909095,4.580790909090909,4.642686363636364,4.684268181818182,4.714045454545455,,,,4.348627272727273,4.769386363636364,4.8674681818181815,4.887681818181818,4.891727272727272,4.892545454545455,4.892718181818181,,,
1967-06-30,1.4595777832272725,5.091309627954545,4.299277272727273,4.633618181818182,4.7787,4.855813636363636,4.902777272727273,4.9341681818181815,4.956609090909091,,,,4.8249545454545455,5.044822727272727,5.08275,5.0897499999999996,5.091027272727273,5.091254545454546,5.0913,,,
1967-07-31,-0.6476184392000001,5.14550572845,4.7987400000000004,4.96802,5.026985,5.056604999999999,5.07439,5.086235,5.09471,,,,5.119985,5.14394,5.145375,5.145490000000001,5.145505,5.145505,5.145505,,,
1967-08-31,6.8080060069565205,5.234650104782609,4.912482608695652,5.072791304347826,5.126747826086956,5.153708695652173,5.1699,5.1807,5.188391304347826,,,,5.224939130434782,5.234595652173914,5.234647826086957,5.234652173913044,5.234652173913044,5.234652173913044,5.234652173913044,,,
1967-09-30,11.56882616025,5.33767195105,5.047865,5.192445,5.240845,5.26507,5.27957,5.289265,5.2961849999999995,,,,5.331625,5.337680000000001,5.337680000000001,5.337680000000001,5.337680000000001,5.337680000000001,5.337680000000001,,,
1967-10-31,0.025942308428571422,5.608619161333333,5.1015,5.236585714285714,5.329647619047619,5.391123809523809,5.4323999999999995,5.461161904761904,5.482052380952381,,,,5.258438095238096,5.462561904761905,5.555052380952381,5.590252380952381,5.602561904761905,5.606680952380953,5.608004761904762,,,
1967-11-30,-0.72248642015,5.78043197895,5.363020000000001,5.47367,5.55194,5.603035,5.63697,5.660465,5.6775199999999995,,,,5.48414,5.663975,5.740475,5.767465,5.77633,5.77915,5.7800400000000005,,,
1967-12-31,0.2573909139,5.759106856600001,5.4826,5.50355,5.56321,5.606825,5.636125,5.656365,5.67099,,,,5.405645,5.62677,5.7208,5.74869,5.7563200000000005,5.758355,5.7589,,,
1968-01-31,-0.4485396723181818,5.552207194272727,5.199345454545455,5.3172227272727275,5.386290909090909,5.426295454545454,5.451231818181818,5.4680136363636365,5.480031818181818,,,,5.341318181818182,5.498627272727273,5.5404409090909095,5.5497499999999995,5.551722727272727,5.552109090909091,5.552195454545455,,,
1968-02-29,6.229295445315789,5.646273129684211,5.180384210526316,5.3415,5.4327421052631575,5.484531578947368,5.516647368421053,5.5382,5.553642105263158,,,,5.370205263157895,5.584647368421052,5.633589473684211,5.6437526315789475,5.645778947368421,5.646189473684211,5.646252631578948,,,
1968-03-31,19.10053265752381,5.753962177380952,5.315371428571429,5.528009523809524,5.603119047619048,5.640819047619048,5.663452380952381,5.678523809523809,5.6893,,,,5.694928571428572,5.752095238095238,5.753838095238096,5.753952380952381,5.753957142857143,5.753961904761905,5.753961904761905,,,
1968-04-30,12.955901620099999,5.666595867,5.34405,5.46918,5.531275,5.5647649999999995,5.5851,5.59867,5.6083799999999995,,,,5.51672,5.640935,5.663235,5.666205,5.666555,5.66659,5.6666,,,
1968-05-31,4.5141956395,5.948643717227273,5.6904,5.751454545454545,5.809131818181818,5.843086363636363,5.8640954545454544,5.878172727272727,5.888236363636364,,,,5.6805,5.896131818181818,5.940372727272727,5.947445454545454,5.948477272727273,5.948618181818182,5.948627272727273,,,
1968-06-30,-2.3106747689,12.462566326200001,5.576040000000001,5.594189999999999,5.615295,5.63459,5.65467,5.6767650000000005,5.70132,,,,5.56496,5.64024,5.67422,5.7121450000000005,5.759505,5.816495,5.882265,,,
1968-07-31,-19.65961269090909,24.962752121818184,5.286690909090908,5.291977272727273,5.3170636363636365,5.3602,5.4197,5.494036363636363,5.5818,,,,5.281440909090909,5.322981818181818,5.420263636363637,5.5665,5.755527272727273,5.981709090909091,6.240054545454546,,,
1968-08-31,-5.213644658181818,11.117478782545454,4.987377272727273,5.080577272727273,5.196654545454546,5.283104545454545,5.353013636363636,5.415722727272727,5.475786363636363,,,,4.953254545454545,5.34175,5.494872727272727,5.587477272727273,5.679277272727273,5.781,5.8929409090909095,,,
1968-09-30,0.41446636400000003,5.63725263275,4.99722,5.08028,5.219495,5.315375,5.37819,5.421094999999999,5.451915,,,,4.893935,5.38506,5.57265,5.62219,5.63389,5.636515,5.637085,,,
1968-10-31,0.4469627290869565,5.737690104826087,5.054434782608696,5.158734782608695,5.3088304347826085,5.40881304347826,5.473386956521739,5.517221739130435,5.5486826086956516,,,,4.969,5.496960869565217,5.681160869565217,5.725630434782609,5.735208695652173,5.737191304347826,5.737586956521739,,,
1968-11-30,0.8547523343888889,5.8058028951111105,5.238133333333334,5.260527777777778,5.387072222222222,5.4804611111111114,5.543155555555555,5.586388888888889,5.617638888888888,,,,5.009827777777778,5.516016666666667,5.724366666666667,5.784172222222222,5.800111111111111,5.804288888888888,5.8053944444444445,,,
1968-12-31,2.859971633238095,6.096337674380953,5.6623190476190475,5.785014285714285,5.883452380952381,5.936361904761905,5.968338095238095,5.989657142857142,6.0049,,,,5.617219047619048,6.052309523809524,6.092852380952381,6.096028571428572,6.096309523809524,6.096333333333333,6.096338095238095,,,
1969-01-31,2.1951461581363634,6.078755962727272,5.913468181818181,5.956663636363637,5.995745454545454,6.016445454545454,6.028899999999999,6.037209090909091,6.04315,,,,5.857122727272727,6.06405,6.07795,6.078722727272727,6.078754545454545,6.078754545454545,6.078754545454545,,,
1969-02-28,2.4068246962105264,6.122056635210527,6.088963157894737,6.1005631578947375,6.1129842105263155,6.118310526315789,6.120715789473684,6.121826315789474,6.122357894736842,,,,6.051142105263158,6.13688947368421,6.136547368421052,6.132152631578947,6.128684210526315,6.1262684210526315,6.124673684210526,,,
1969-03-31,1.1774909081999998,6.1532444503,6.18816,6.20079,6.200699999999999,6.196605,6.19158,6.186795,6.182634999999999,,,,6.213535,6.208775,6.192075,6.177135,6.166535,6.159825,6.15594,,,
1969-04-30,8.840670604571429,6.0963759640952375,6.046809523809524,6.066490476190476,6.074428571428571,6.079171428571429,6.082319047619047,6.084561904761905,6.086214285714286,,,,6.081609523809524,6.0883714285714285,6.092066666666667,6.094333333333333,6.09547619047619,6.095995238095237,6.096219047619048,,,
1969-05-31,2.759734960952381,6.283992845095239,6.22604761904762,6.286561904761904,6.290109523809524,6.289190476190477,6.288228571428571,6.287528571428571,6.2870333333333335,,,,6.397709523809524,6.311038095238096,6.289066666666667,6.2849,6.284147619047618,6.284033333333333,6.284004761904762,,,
1969-06-30,-8.74083682552381,6.361536944047619,6.906057142857143,6.729066666666666,6.617447619047619,6.555219047619048,6.516842857142858,6.491047619047619,6.472566666666667,,,,6.795771428571428,6.428657142857143,6.374790476190476,6.364761904761904,6.362457142857143,6.361833333333333,6.36162380952381,,,
1969-07-31,0.7079332775714287,6.011909767095238,7.431285714285714,7.31822380952381,7.099809523809524,6.908819047619047,6.760642857142857,6.648190476190476,6.562285714285714,,,,7.505728571428572,6.901009523809524,6.465419047619047,6.232490476190476,6.117100000000001,6.061628571428572,6.035347619047619,,,
1969-08-31,1.367692124142857,5.80826704252381,7.401295238095238,7.298442857142858,7.115366666666667,6.934542857142858,6.778942857142857,6.651166666666667,6.547695238095238,,,,7.397947619047619,6.968080952380952,6.549033333333333,6.2560714285714285,6.072219047619048,5.962066666666667,5.897452380952381,,,
